lipid,model,kernel_family,n_folds,n_runs,test_rmse_z_mean,test_rmse_z_median,test_rmse_z_min,test_rmse_z_max,test_corr_mean,test_corr_median,test_corr_min,test_corr_max,test_r2_mean,test_r2_median,test_r2_min,test_r2_max,mean_pred_std_z_mean,mean_pred_std_z_median,mean_pred_std_z_min,mean_pred_std_z_max,fit_sec_mean,fit_sec_median,fit_sec_min,fit_sec_max
LPC 22:6,[full] SPECTRAL-5-4-K300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-rootdissolve-dn3-prune0.9-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7541355113916857,0.7715986784707884,0.7069493855918001,0.7849080256242611,0.6640654134132211,0.6471896037993037,0.6351698473939118,0.7099576271993123,0.43044395511977895,0.4046352339782864,0.3839193913106243,0.5002225662113764,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K100-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7566963300955349,0.7716849822643426,0.7096079982883302,0.7950701111421931,0.6612507449530423,0.6464059955578234,0.6265253332153603,0.7074357332354397,0.42653646072614476,0.40449954359467477,0.3678635183683407,0.4964564887652291,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K100-reference-5-1000-faiss-1-15-randomwalk-2-1.0-0.01-0.1-1.0-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7569390705356882,0.7719205400661724,0.7082108172066641,0.7928479888758633,0.6611615953091254,0.6476877474856213,0.6263156112091036,0.7096017342672526,0.4261441842884898,0.4041383670444463,0.371392066535499,0.4984374383914689,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-rootdissolve-dn3-prune0.9510,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7570216872939102,0.7719238671348219,0.7118391382855195,0.7854083164808288,0.6602900580037395,0.642948584376924,0.6359537682619507,0.705070663689439,0.4262217644753291,0.4041218300733638,0.3831337764027503,0.4932850412049291,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K100-reference-5-data-2000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.810,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7516823431136518,0.7719682041076381,0.7038686727570515,0.7786792320387278,0.6658715938319671,0.6461168555759427,0.6381277075109558,0.7123663280026384,0.4340527951475852,0.4040637857710663,0.3936586535915771,0.5045688915112269,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K100-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7587953237057627,0.7720216957124841,0.7088969555087463,0.7895535784164858,0.658047730128072,0.6461275416433478,0.6234044713087585,0.7078709688785556,0.42331418190072634,0.4039755884418921,0.3766051468097222,0.4974651064704305,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K100-reference-5-1000-faiss_cluster_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-clk64-sw1.0-cs0-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7563437626637435,0.7720380176193901,0.7082382956034735,0.7905071391472108,0.6606433870335124,0.6463371789835928,0.6250712842647688,0.7096362383630215,0.42696155068262653,0.40395725633382024,0.3750984629572923,0.4983985166406868,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-8-K6000-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.766047126566562,0.7723781564829415,0.7208598164162193,0.8111541319892748,0.6517444949166271,0.6445145907648033,0.5993132793807714,0.7006208479371627,0.4120876516702795,0.4034258470809877,0.3420289741567263,0.4803611250763746,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K100-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-rootdissolve-dn3-prune0.97-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7571094143932948,0.7725386734755366,0.7092986942927842,0.7869846479448149,0.6597532237282335,0.6447027624679805,0.623960133706765,0.7097292246551822,0.4258109828619938,0.4031832725678153,0.3806551638991758,0.4968953622745514,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-level_5annot-rootdissolve-dn3-prune0.9710,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7581380132582659,0.7730451600067427,0.7122922413293127,0.7993007613910523,0.6587869464180941,0.6406553297511829,0.6197113105662795,0.7053007060237629,0.4243147616659697,0.40239933287886764,0.361118292839684,0.4926397629420643,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7604060582190235,0.7731991888485765,0.7092215888269392,0.7929509340965591,0.6569966344398297,0.6453427901195994,0.6186311043259278,0.706839498455402,0.4208100438193465,0.4021598253225263,0.3712288161153942,0.497004737941792,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K1300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot-rootdissolve-dn3-prune0.95-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7596225070285918,0.7733999653740586,0.7077651043443736,0.7956423770430632,0.6592300721879296,0.6474956192485306,0.6148871489095127,0.7097032086932294,0.4218537026334055,0.4018514624425171,0.3669532078532641,0.4990685570723981,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-level_5annot-rootdissolve-dn3-prune0.910,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7574589324806882,0.773518029730299,0.7106524693837535,0.7810462306729155,0.6617100224993104,0.6449600938511413,0.6362909623019786,0.7084837557497359,0.4255321596449416,0.40166638580849945,0.3899667855516309,0.4949730677587733,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K1300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot-rootdissolve-dn3-prune0.9-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.759323571795771,0.7735489175948052,0.7015714156751427,0.7945019141145329,0.659516512361161,0.6474390173847273,0.6198777417738721,0.7144972158855373,0.42222233715545826,0.40161467491268804,0.3687667084683435,0.5077975487075761,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot-rootdissolve-dn3-prune0.97-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7594519360585568,0.7737561065173825,0.7019576314257416,0.798598820468729,0.6593720575779775,0.6457723730888789,0.6214717048648647,0.7152319165199238,0.4220631878376765,0.4013010490296227,0.3622399239459548,0.5072554836831626,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot10,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7594408275774259,0.774005225779143,0.7057607815839658,0.7999536737976906,0.6589587182725053,0.6465076574446953,0.6121646475705688,0.7111981804026375,0.42203890950755507,0.40091525964667096,0.3600741197775781,0.5019017191779898,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-rootdissolve-dn3-prune0.97-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7606119045996336,0.7741188665831193,0.7098780232755139,0.7944316991269116,0.6571753467672732,0.6451582086108036,0.6186056884665211,0.7096986529246738,0.4204563167687455,0.40073621505795815,0.3688782754223282,0.496073192070449,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K1300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-level_5annot-rootdissolve-dn3-prune0.97-learndiff1.0-learnspecw10,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7579287135471617,0.7746913781735076,0.7094951361548523,0.7894534531456451,0.6609429688391293,0.6449749234101503,0.6200176736044628,0.7097102030554134,0.4245859622709015,0.39984617994973426,0.3767632453164168,0.4966166517726077,,,,,,,,
LPC 22:6,[full] SPECTRAL-5-4-K300-reference-5-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-1.0-rootdissolve-dn3-prune0.95-learndiff1.010,whole-brain Riemann manifold latent GP (spectral / weight-space eigenbasis),8,8,0.7575670945027382,0.7747865760840895,0.7101854391958787,0.7901854477725211,0.6611601523550843,0.6437759459930315,0.6296457859049159,0.7092258022997054,0.42512594827863054,0.39970545264094803,0.3756069581285404,0.4956366419541569,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-rootdissolve-dn3-prune0.9710,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7620718412612205,0.7754719797966031,0.7192733491953022,0.8008098590112626,0.6549957202912768,0.6409023451065556,0.6115094005590677,0.7028755992279938,0.41837879533374456,0.3986270420690614,0.3587035697103617,0.4826458491373729,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-level_5annot-rootdissolve-dn3-prune0.9510,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7605060691257158,0.7791536087933213,0.709595969985326,0.7844488574051471,0.6581643450522409,0.6380477239202693,0.630113166184213,0.7077658597325704,0.42079920923239095,0.3929183235935848,0.3846399901157591,0.4964735593805843,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K1300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-rootdissolve-dn3-prune0.910,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.770286063385456,0.783193985794506,0.7203946046906851,0.8146278993996108,0.6488478048838306,0.6328005619165233,0.5972036451484144,0.6974722452379385,0.40560163267116456,0.38660302492643334,0.3363813855197777,0.4810316135325517,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K1300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-rootdissolve-dn3-prune0.9510,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.783458798749054,0.7852812299896621,0.724461266482008,0.8609210961298678,0.6360318049358835,0.632910268705473,0.5585258863115478,0.698567117999525,0.3840552031796912,0.38333320262989573,0.2588148662385469,0.4751558733672849,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K1300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-prodard2.5-blend0.8-rootdissolve-dn3-prune0.910,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7772910007242579,0.7864933563206785,0.7120359367170745,0.8450825899084726,0.6426628117486567,0.6358428929837326,0.5706145385700399,0.7047543090504798,0.394076897674986,0.3814235677428882,0.2858354162335883,0.4930048248234382,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K1300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-blend0.8-rootdissolve-dn3-prune0.9710,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7715749666554677,0.7875235916217204,0.7310158424815628,0.8028989297128243,0.6464608969024654,0.632812292758114,0.6107806585557364,0.687305599089753,0.4038854941492347,0.37979041303161504,0.3553533086660012,0.465615838040971,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K1300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-prodard2.5-blend0.8-rootdissolve-dn3-prune0.9710,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7794896113354767,0.7903046132336535,0.7195392284586859,0.8326301575469052,0.6406588724188411,0.632079440417523,0.5815543376335227,0.7005994398496949,0.39090251886609273,0.37541861416214317,0.3067270207434159,0.482263298709079,,,,,,,,
LPC 22:6,[full] MANIFOLD-RSAMPLE-5-4-K1300-reference-5-data-1000-1000-faiss_atlas_weighted-50-15-randomwalk-2-1.0-0.01-0.1-learndiff1.0-prodard2.5-blend0.8-rootdissolve-dn3-prune0.9510,whole-brain Riemann manifold latent GP (inducing-point),8,8,0.7779520952059198,0.7924982733415484,0.717556159215711,0.8458750852626677,0.640449422439729,0.6274386201217728,0.5666894294495892,0.6998624716119755,0.393119082545601,0.37193823205602444,0.2844953401318745,0.4851131583715972,,,,,,,,
LPC 22:6,euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,8,8,0.7929740399122238,0.7950389981269836,0.7502164840698242,0.8235986828804016,0.6067618066507692,0.6060918787231493,0.5793281038006595,0.631483590979668,0.36435041545165053,0.36592746273900156,0.3297328990924625,0.3955555304208231,0.7737369611859322,0.7739848494529724,0.7611252665519714,0.7947297096252441,492.9588567078114,468.54807705879216,381.2922593593597,768.5328538417816
LPC 22:6,euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,8,8,0.7929070889949799,0.7945590317249298,0.7508670687675476,0.8252300024032593,0.6064261414536214,0.6040832725601517,0.5792594320987364,0.630359622230846,0.36448546608115073,0.3647572622713166,0.3292693383160011,0.3945067965342385,0.7747818604111671,0.7755953669548035,0.7611802816390991,0.7960436940193176,542.5437922060489,547.3215399742127,394.9238978862762,719.2978029727935
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,8,8,0.7937768623232841,0.7985236942768097,0.7448233962059021,0.8293004631996155,0.6082227228070884,0.6006898134323598,0.5795941760817819,0.6386034380652399,0.36313857475058176,0.35847886473348367,0.3249893713692112,0.4042146637465237,0.7689326107501984,0.7665714025497437,0.755325436592102,0.7959687113761902,1762.3879880905151,1842.29719080925,1060.6847239971162,2740.633572483063
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,8,8,0.7934147268533707,0.7977171242237091,0.7439733743667603,0.8293377161026001,0.6089900966612025,0.6016064197273825,0.5827069077891875,0.6400014878576126,0.3637444207043874,0.35842519397806694,0.3276856871798416,0.4055737474593401,0.7652247697114944,0.7626920640468597,0.7523829936981201,0.7933501601219177,1683.8202770650387,1231.955394268036,1002.7714972019196,2662.6408121109007
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,8,8,0.7936879470944405,0.7983166575431824,0.7447071671485901,0.8295588493347168,0.6083332507372556,0.6003975425107352,0.5798448570278019,0.6388723187791445,0.36328822217883905,0.3580805730104666,0.325250210938965,0.4044006351187816,0.7690511047840118,0.7667236328125,0.7556246519088745,0.7959849238395691,810.791158759594,680.8413188934326,541.5273586273194,1586.7093570709228
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,8,8,0.7936352640390396,0.7979550659656525,0.7441766858100891,0.8297247886657715,0.6089357327181464,0.601192476621562,0.5826095088672965,0.6400277704820798,0.3633935656507312,0.35784748183165555,0.3272691062385855,0.4052488553950626,0.7650930657982826,0.7625286877155304,0.7517408728599548,0.7934344410896301,873.4468322277069,646.6926800251008,478.8035377502441,1602.3791280269622
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,8,8,0.7955769896507263,0.7989884912967682,0.7434046864509583,0.8359974026679993,0.6066549469651958,0.5976346543786535,0.5808906976365455,0.6411175245148641,0.36034837685967847,0.34808082295608656,0.3261428278078644,0.4064820987357948,0.7681900262832642,0.7660206258296967,0.7552356719970703,0.7945557236671448,737.7391889810563,736.9386959791184,559.7733387470246,882.1549282550811
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,8,8,0.7964391484856606,0.7989073693752289,0.7434230446815491,0.8436881303787231,0.6054210343122151,0.5978182906651981,0.5807062474947173,0.6409077693496404,0.35899678729086304,0.3476792902956001,0.3261844116451378,0.4064528603735863,0.7674964740872383,0.7651605606079102,0.7546833753585815,0.7944586873054504,1500.3576918005942,1315.1481261730194,983.5124282836914,2863.2202331066133
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,8,8,0.8021584376692772,0.801203727722168,0.749738335609436,0.8484058976173401,0.5986773414588002,0.5932068073432222,0.5783814034717516,0.6326178953818583,0.34984268792866,0.3416268532546214,0.3231435935445251,0.3963258073789009,0.7695075049996376,0.7692399024963379,0.750239908695221,0.7976058721542358,1696.8434637188911,1525.8893583536146,1005.4783073425292,2805.682429075241
LPC 22:6,learnls-manifold-nu2-K1300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3,manifold,8,8,0.8021117150783539,0.8014125227928162,0.7501770853996277,0.8476617932319641,0.5988499057628833,0.59309874721832,0.5785923862442995,0.6322669795822596,0.3499104641521588,0.34124685149334344,0.3228443384298616,0.3956190469155682,0.7693310379981995,0.7692581415176392,0.7495273947715759,0.7980536222457886,740.7751899778843,641.087081170082,498.4960698127746,1154.0856853485109
LPC 22:6,spectral-nu2-K1300-stride4-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-lr0.05-ep20-lbs10-rootdissolve-dn3,spectral,8,8,0.8088793158531189,0.8028375506401062,0.7479451298713684,0.8708437085151672,0.5939558892174019,0.5883992403638376,0.5573551516325089,0.6351577781264813,0.3391797948562011,0.33029393667585094,0.2925917469307353,0.3992100179246549,0.7587120532989502,0.7594465911388397,0.7469627261161804,0.7682763934135437,202.32829250693322,176.49469151496885,135.33260407447816,422.1191092967987
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,8,8,0.8214616477489471,0.8261427581310272,0.7706316113471985,0.8533790111541748,0.5686501604970731,0.5667907496371628,0.5332540535344641,0.6039430813649952,0.31785599399981607,0.3207509244610294,0.2776625586455866,0.3622112942561083,0.8082439452409744,0.804645299911499,0.7938405871391296,0.8368791937828064,764.1956034779548,707.8240249872208,452.7825549125672,1071.0653777122498
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,8,8,0.822203166782856,0.826127678155899,0.7703613042831421,0.8599427342414856,0.5675001882655968,0.5630289593341282,0.5329123518083861,0.6040782706840808,0.31667211565947867,0.31576474577828334,0.2776076580794723,0.362658679669428,0.8086383938789368,0.8050444722175598,0.7940995693206787,0.8374563455581665,1447.8248120903968,1295.9960968255996,625.4174993038177,2710.9184814453124
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,8,8,0.8298498392105103,0.8344340026378632,0.777529239654541,0.8664286136627197,0.5553828404367334,0.5479702961063464,0.518680308141689,0.5941671506946196,0.30394161005280734,0.29975971444050686,0.2633562334865137,0.3507430083381654,0.8207769691944122,0.8167642951011658,0.8097855448722839,0.848766565322876,1311.2570073604584,1213.1152584791184,832.5915608882904,2026.036247253418
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,8,8,0.8281785920262337,0.8313231766223907,0.7760244607925415,0.8667632341384888,0.5584658379422789,0.5500766394128757,0.5236722841021528,0.5963031361542609,0.306787261751962,0.29920591601016533,0.2682131761754711,0.3532536603351762,0.8151010945439339,0.8125542998313904,0.8005577325820923,0.8440244197845459,1643.2581516563891,1692.9964258193968,1041.7542363643647,2649.8764119625093
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,8,8,0.8299082070589066,0.8345432579517365,0.7771826386451721,0.8668249845504761,0.5553284952023577,0.5474433081613155,0.5187601021475287,0.5945465547103309,0.303851155836909,0.2991062755265408,0.2634481634696286,0.3513216970807188,0.8208197206258774,0.8169276714324951,0.809312105178833,0.8489639163017273,712.886974543333,721.7871578216552,441.5941117286682,983.2467559814452
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,8,8,0.8290711790323257,0.8313600122928619,0.775822639465332,0.8718951940536499,0.5576625514919569,0.5499457990931751,0.523720657625445,0.5965440211276738,0.30533283793419874,0.29620340257466166,0.2682828786074721,0.3535899784436327,0.8149117231369019,0.8127655684947968,0.800169825553894,0.8439297676086426,631.1180254280567,645.500598692894,343.0432229995728,978.1217030525208
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,8,8,0.8345494344830513,0.8321571052074432,0.7824936509132385,0.8795543313026428,0.5491214972156415,0.5457641437981209,0.5218368725576481,0.5872809101996822,0.2962156202259402,0.292474466707052,0.266940413727498,0.3424257714926584,0.8196622207760811,0.8183483183383942,0.8025409579277039,0.8445078730583191,1580.0841717422009,1445.879678297043,1059.5366389751434,2880.321122407913
LPC 22:6,learnls-manifold-nu2-K300-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3,manifold,8,8,0.8363552838563919,0.8322857022285461,0.7829121351242065,0.8929319381713867,0.5472472527662737,0.5457974394155843,0.5177508169964538,0.5870817298249632,0.2932287589435183,0.29211611583977504,0.256251004848945,0.3417221272231927,0.8188652694225311,0.8174925148487091,0.8023737668991089,0.8441299200057983,699.4607622623444,714.2920899152756,232.3056728363037,1056.9366778850556
LPC 22:6,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,8,8,0.856291763484478,0.858031153678894,0.8145223259925842,0.8869121074676514,0.5122552937261324,0.5152221125344768,0.4700039073503855,0.5365174222198863,0.25868432707898353,0.2635929644655735,0.2159840250738657,0.2874929674044583,0.8525514975190163,0.8526239693164825,0.841655969619751,0.8635685443878174,577.2767422556877,591.8588327884675,362.2236257553101,736.3296094894409
LPC 22:6,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,8,8,0.8562651500105858,0.8574720621109009,0.814644455909729,0.8869071006774902,0.5121523339833416,0.5152545227238022,0.4700682277412099,0.5368621022881858,0.2587340741076585,0.26345586436196844,0.2161119448780494,0.2872792965311607,0.8564672619104385,0.8575955033302307,0.8418895602226257,0.8775097131729126,1328.971303164959,1091.9575391769408,910.4566824913024,2260.8664878368377
LPC 22:6,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,8,8,0.8579017743468285,0.8588593006134033,0.8147794008255005,0.8906543254852295,0.508980329983638,0.5106867422331192,0.4653451681962744,0.5370698724648041,0.2559404381037987,0.2591534032484416,0.2120675701712402,0.2870431582847976,0.857090450823307,0.8548661172389984,0.8462252020835876,0.8801863789558411,1224.7463105618954,1200.3975676774978,184.6689065933228,2175.3325106143952
LPC 22:6,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,8,8,0.8583300188183784,0.8598646223545074,0.8148033618927002,0.8918872475624084,0.508892622177501,0.5099925193221989,0.4652808211153914,0.5370588594170685,0.255213083330143,0.25809695637567653,0.211976927306898,0.2870011473748874,0.8571919873356819,0.8547829389572144,0.845823347568512,0.8799174427986145,616.2290274679661,601.4996862888336,363.9737890720368,847.1888272762299
