run,fold,model,kernel_family,lipid_global_idx,lipid_name,slug,batch,test_rmse_z,test_corr,test_r2,mean_pred_std_z,fit_sec
FOLD-5-euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1308298110961914,0.1619756259045408,0.0169197361699209,0.9709334969520568,398.5782158851624
FOLD-5-euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,18,PA 36:1,PA_36-1,0,0.9852479100227356,0.4905869856742518,0.2176465094886949,0.8292421698570251,398.5782158851624
FOLD-5-euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,57,LPC 22:6,LPC_22-6,0,0.8235986828804016,0.6060918787231493,0.3672663109782871,0.7755534052848816,398.5782158851624
FOLD-5-euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.7352505326271057,0.6465523443579451,0.4106840986345216,0.7194775938987732,398.5782158851624
FOLD-5-euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.6315379738807678,0.7700468849347809,0.5837744830337173,0.596777617931366,398.5782158851624
FOLD-5-euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.130034327507019,0.1642193411920926,0.0183023320964906,0.971429705619812,615.7273140907288
FOLD-5-euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,18,PA 36:1,PA_36-1,0,0.9831351637840272,0.4917521334279399,0.2209983412148004,0.8282559514045715,615.7273140907288
FOLD-5-euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,57,LPC 22:6,LPC_22-6,0,0.8252300024032593,0.6040832725601517,0.3647572622713166,0.7776336073875427,615.7273140907288
FOLD-5-euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.7340997457504272,0.6476142607853314,0.4125273756057448,0.7180172801017761,615.7273140907288
FOLD-5-euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs1010,fold_5,euclidean-no-ard-matern-nu1.5-ind1000-5-lr0.05-ep20-lbs10,euclidean,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.630098819732666,0.7713060527081461,0.5856693244730048,0.5945959091186523,615.7273140907288
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1304991245269775,0.1460835010444345,0.0174946208255446,0.9906432628631592,837.3065000534058
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,18,PA 36:1,PA_36-1,0,1.021162986755371,0.4153689500316819,0.1595689493154155,0.8842501044273376,837.3065000534058
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,57,LPC 22:6,LPC_22-6,0,0.8920713067054749,0.5084238093476062,0.2576839363327708,0.861545205116272,837.3065000534058
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8103398680686951,0.5441925622401005,0.2841667019951222,0.8065710067749023,837.3065000534058
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.7339064478874207,0.6716725244220947,0.4379031318240403,0.7009327411651611,837.3065000534058
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.131865382194519,0.1296641025810435,0.0151183641074222,0.992789089679718,1426.439330625534
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,18,PA 36:1,PA_36-1,0,1.0250509977340698,0.4174470220529114,0.1531570032603709,0.8920846581459045,1426.439330625534
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,57,LPC 22:6,LPC_22-6,0,0.8869071006774902,0.5177218896955081,0.2662536934531812,0.8590924739837646,1426.439330625534
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8029389977455139,0.5518400048877576,0.2971824944858005,0.7929146885871887,1426.439330625534
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.95,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.7223759889602661,0.6849843991593318,0.4554267119135132,0.6826539635658264,1426.439330625534
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1337250471115112,0.1299400438589193,0.0118793906913001,0.9919622540473938,830.1516820907593
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,18,PA 36:1,PA_36-1,0,1.0285097360610962,0.4053016605368099,0.1474325016838829,0.8824596405029297,830.1516820907593
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,57,LPC 22:6,LPC_22-6,0,0.8906543254852295,0.5106813731555164,0.2600403155529676,0.8595032691955566,830.1516820907593
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8115737438201904,0.5402126662667126,0.2819851007863601,0.8127673864364624,830.1516820907593
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3-prune0.97,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.7271860241889954,0.6760004877298671,0.4481503303351327,0.7074722051620483,830.1516820907593
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.13074791431427,0.1464099733392497,0.0170621490063614,1.0055828094482422,397.0723135948181
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,18,PA 36:1,PA_36-1,0,1.0219343900680542,0.4126916998751828,0.1582988288112662,0.910951554775238,397.0723135948181
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,57,LPC 22:6,LPC_22-6,0,0.9067285060882568,0.4837857199530543,0.2330903006237832,0.8640813231468201,397.0723135948181
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8216152191162109,0.5310571738516042,0.2641074022943207,0.8157318830490112,397.0723135948181
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-ptls-rootdissolve-dn3,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.7572786211967468,0.64811903955021,0.4015316912079568,0.705313503742218,397.0723135948181
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1312648057937622,0.1443392720253598,0.0161632445274053,0.991328239440918,474.2716868400574
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,18,PA 36:1,PA_36-1,0,1.0197200775146484,0.4167613323293864,0.1619423779345381,0.8855459094047546,474.2716868400574
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,57,LPC 22:6,LPC_22-6,0,0.8920546174049377,0.508422132133326,0.2577117681153155,0.862212061882019,474.2716868400574
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8097869157791138,0.5446797968539487,0.2851432673476729,0.8063985109329224,474.2716868400574
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.910,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.7333295941352844,0.67202639875136,0.4387863885207917,0.7008154988288879,474.2716868400574
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1318163871765137,0.1298879733206008,0.0152036559234609,0.9913020133972168,362.2236257553101
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,18,PA 36:1,PA_36-1,0,1.0221997499465942,0.4196896328939288,0.1578615445496474,0.8910617828369141,362.2236257553101
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,57,LPC 22:6,LPC_22-6,0,0.8869121074676514,0.517681258262587,0.2662453844501399,0.8583754301071167,362.2236257553101
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8032762408256531,0.5519611774602504,0.2965918974443751,0.7941479682922363,362.2236257553101
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9510,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.95,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.7226262092590332,0.6849421834578178,0.4550493609520278,0.6829003691673279,362.2236257553101
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1340227127075195,0.1189029386906008,0.011360513585895,0.9933432340621948,363.9737890720368
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,18,PA 36:1,PA_36-1,0,1.032490372657776,0.407683165349723,0.1408202990482705,0.8931791186332703,363.9737890720368
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,57,LPC 22:6,LPC_22-6,0,0.8918872475624084,0.5093824579423442,0.2579902885993723,0.8610695600509644,363.9737890720368
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8072736859321594,0.5446935628157603,0.2895735740941922,0.7975308895111084,363.9737890720368
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.9710,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3-prune0.97,manifold,171,Hex2Cer 40:1;O2,Hex2Cer_40-1_O2,0,0.726443886756897,0.6786185644637681,0.4492761104116972,0.6868358254432678,363.9737890720368
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3,manifold,97,PC 35:1 PE 38:1,PC_35-1_PE_38-1,0,1.1300642490386963,0.1518531514019372,0.0182504443859501,0.9922859072685242,465.06475920677184
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3,manifold,18,PA 36:1,PA_36-1,0,1.0235939025878906,0.4059332667567603,0.1555628838348405,0.8886385560035706,465.06475920677184
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3,manifold,57,LPC 22:6,LPC_22-6,0,0.904571533203125,0.4871987655160068,0.236734710421111,0.8706899881362915,465.06475920677184
FOLD-5-learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn310,fold_5,learnls-manifold-nu2-K100-stride4-learnls-bs1.0-bd0.01-bw0.1-knn15-faiss_atlas_weighted-5-randomwalk-ind1000-lr0.05-ep20-lbs10-blend0.8-infl50-rootdissolve-dn3,manifold,86,PE O-36:0 PE O-38:3,PE_O-36-0_PE_O-38-3,0,0.8192442059516907,0.5278423429497946,0.268348474833074,0.8119798898696899,465.06475920677184
