run,source,fold,family,failed,n_lipids,n_test,r2_mean,r2_median,corr_mean,corr_median,rmse_mean,rmse_median,mae_mean,mae_median
FOLD-1-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-1,baseline,False,173,620226,0.40779058723383976,0.402731299261149,0.6384081107858357,0.6453297558195864,0.0005583881596336554,0.0001728932747739,0.00040539748356415616,0.0001207210995622
FOLD-1-BASELINES-LINEAR-25610,baselines_cv,FOLD-1,baseline,False,173,620226,0.052167840573645693,0.0528017336536149,0.23087445491438657,0.2512451991626951,0.0007091232019040723,0.0002285168545443,0.0005586932355041252,0.0001794443480652
FOLD-1-BASELINES-MEAN-25610,baselines_cv,FOLD-1,baseline,False,173,620226,-0.0076620904157813,-0.004358095219461,-5.100055548826297e-08,-2.208746958722286e-09,0.0007255995254626407,0.0002376813980802,0.0005772830977737189,0.0001920936004214
FOLD-1-BASELINES-MLP-25610,baselines_cv,FOLD-1,baseline,False,173,620226,0.4134752689046717,0.4071619185162023,0.6388153323408651,0.645205654400354,0.0005553207863547899,0.0001707412450343,0.00040172894603297615,0.0001191130070121
FOLD-1-BASELINES-XGBOOST-25610,baselines_cv,FOLD-1,baseline,False,173,620226,0.30501910967944096,0.2971118535031546,0.5484595911405052,0.5558226206354177,0.0006043371813365162,0.0001870351774314,0.00045450756473726476,0.0001399384591831
FOLD-1-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-1,baseline,False,173,620226,0.41057590027377744,0.4081036906336528,0.6385846528373647,0.6491016828683084,0.0005554457529125724,0.0001722043729379,0.0004021002040832809,0.0001202660678335
FOLD-1-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-1,baseline,False,173,620226,0.3804081879947391,0.3816843360110855,0.6268171827067742,0.637279017379177,0.0005709098182671878,0.0001789053261725,0.00040948062332231096,0.000121867551415
FOLD-1-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-1,baseline,False,173,620226,0.4147670844847768,0.4129286401635677,0.6424139562364973,0.6573084874846662,0.0005541091564352942,0.0001719685980492,0.00040112626428017535,0.0001194331336335
FOLD-2-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-2,baseline,False,173,732764,0.40273557430860457,0.395632130393555,0.6307647625639283,0.6385340696914041,0.0005737711423242127,0.0001813640484249,0.00041990078166263215,0.0001250876027397
FOLD-2-BASELINES-LINEAR-25610,baselines_cv,FOLD-2,baseline,False,173,732764,0.037467760825453326,0.0376808648354697,0.19651038649824515,0.2128661905212157,0.000730865802694032,0.0002331986361116,0.0005734614044959728,0.0001809012895717
FOLD-2-BASELINES-MEAN-25610,baselines_cv,FOLD-2,baseline,False,173,732764,-0.007525885311146548,-0.0047833674452957,inf,2.98918893803934e-09,0.0007431568110238979,0.0002392134073924,0.0005906305697256351,0.0001963457717255
FOLD-2-BASELINES-MLP-25610,baselines_cv,FOLD-2,baseline,False,173,732764,0.41269064212820195,0.4020405250070868,0.635629416639578,0.6406147164949253,0.0005690090721448164,0.0001796771610561,0.0004153520575367578,0.0001233162037504
FOLD-2-BASELINES-XGBOOST-25610,baselines_cv,FOLD-2,baseline,False,173,732764,0.29068090486110054,0.2829085258935796,0.5329269779071497,0.5406032613118906,0.0006221588308025909,0.0001998964586684,0.00046714157953445424,0.0001463128201694
FOLD-2-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-2,baseline,False,173,732764,0.4049245720747965,0.4049773418028292,0.6309772611826255,0.6430733933967726,0.0005724024302417866,0.0001803636276317,0.00041790492250625615,0.0001251694762282
FOLD-2-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-2,baseline,False,173,732764,0.35111329558509313,0.3483125682552901,0.6072871801224997,0.6149387315640902,0.0005966889928126583,0.0001938789878221,0.0004283211398850788,0.0001308843860332
FOLD-2-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-2,baseline,False,173,732764,0.3942857969525335,0.3887231599722093,0.6260350981483132,0.633259174866706,0.0005769861181957457,0.000182094638069,0.0004195721763420521,0.0001252934180093
FOLD-3-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-3,baseline,False,173,695996,0.37184108943865235,0.3510018380691732,0.6180617556349045,0.6206477667745777,0.0005830421082120266,0.0001884833409774,0.00042387890432709263,0.0001305130141686
FOLD-3-BASELINES-LINEAR-25610,baselines_cv,FOLD-3,baseline,False,173,695996,0.04679010346828949,0.0508639923041758,0.24202501791177697,0.2612875614644562,0.0007214729739904269,0.0002244308860764,0.0005636622714795833,0.0001771933154267
FOLD-3-BASELINES-MEAN-25610,baselines_cv,FOLD-3,baseline,False,173,695996,-0.020043809406343316,-0.0100664517079205,-5.423184340308134e-08,-5.3865994203538305e-09,0.0007399365385312658,0.0002344819682239,0.0005849095527237172,0.0001932149784915
FOLD-3-BASELINES-MLP-25610,baselines_cv,FOLD-3,baseline,False,173,695996,0.38153747447785336,0.3712878974769008,0.6223173777750018,0.6301651382658493,0.0005799873188206377,0.000188630553794,0.0004201765072317232,0.0001286620688784
FOLD-3-BASELINES-XGBOOST-25610,baselines_cv,FOLD-3,baseline,False,173,695996,0.2688651048750841,0.2676008179259632,0.5294273975898751,0.5406831195550692,0.0006254863948111685,0.0001956929296004,0.0004674983887075937,0.0001447972156888
FOLD-3-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-3,baseline,False,173,695996,0.3734340942360715,0.3585257706102155,0.6191896937028302,0.6235729380533351,0.0005813926210719248,0.0001896341700342,0.0004217101748668116,0.0001309617440797
FOLD-3-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-3,baseline,False,173,695996,0.33985504702252206,0.3332751589362832,0.6055086355700003,0.6151641504208619,0.0005963259405122319,0.000196155005531,0.00042573675261428265,0.0001321574999431
FOLD-3-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-3,baseline,False,173,695996,0.3660033763871693,0.3543350403128433,0.6175812613440035,0.6212264060531577,0.0005841493068575584,0.0001908453977104,0.00042251506120887693,0.0001308199687382
FOLD-4-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-4,baseline,False,173,1932849,0.32347850576220943,0.3120279471923135,0.5751188614361333,0.5789911378286182,0.000645671841707953,0.0001991429184355,0.000471261058098392,0.00014215160598
FOLD-4-BASELINES-LINEAR-25610,baselines_cv,FOLD-4,baseline,False,173,1932849,0.05698322785956812,0.0604588598656308,0.23893843513826793,0.2607795236076749,0.0007601143834874755,0.0002354909069371,0.0005942131230743529,0.0001805862531379
FOLD-4-BASELINES-MEAN-25610,baselines_cv,FOLD-4,baseline,False,173,1932849,-0.006844428465330648,-0.0041458933938189,-2.5144535163306485e-10,-1.4538408001342901e-09,0.0007789121204908919,0.0002445055637255,0.0006141950203808179,0.0001931795036758
FOLD-4-BASELINES-MLP-25610,baselines_cv,FOLD-4,baseline,False,173,1932849,0.359958723630652,0.3510167684124117,0.5957973419220141,0.6045321448528447,0.0006263854455222021,0.0001939251027016,0.0004564123599459792,0.0001386940500938
FOLD-4-BASELINES-XGBOOST-25610,baselines_cv,FOLD-4,baseline,False,173,1932849,0.2491346745832773,0.2463633168112479,0.49848642815192834,0.5066923961340744,0.0006764472238145276,0.0002124235374655,0.0005084766612900196,0.0001523111215422
FOLD-4-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-4,baseline,False,173,1932849,0.35012419772837333,0.3410111859747331,0.587659901666797,0.5951572470268407,0.0006319408823918097,0.0001958623139283,0.0004611075936046275,0.0001399969600933
FOLD-4-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-4,baseline,False,173,1932849,0.30279959228643116,0.2913188223249561,0.5675065044712546,0.5692166367108048,0.000653131115105527,0.0002034406042944,0.00047164686300450563,0.0001440736632767
FOLD-4-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-4,baseline,False,173,1932849,0.3398410498482923,0.3350708528457441,0.5833513434798261,0.5890729344951736,0.0006356132030651801,0.0001975550453921,0.00046242572724879274,0.000140508202957
FOLD-5-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-5,baseline,False,173,1726060,0.25201673221548027,0.2413157640330144,0.5321283552239463,0.5266774443820054,0.0006682588349733019,0.0002072172224727,0.0004893421091518322,0.0001539827721322
FOLD-5-BASELINES-LINEAR-25610,baselines_cv,FOLD-5,baseline,False,173,1726060,0.04341316110646219,0.0495490470277184,0.22118326495254748,0.2370537191086906,0.0007497414861182243,0.0002366509937933,0.0005942653555682066,0.0001902983285876
FOLD-5-BASELINES-MEAN-25610,baselines_cv,FOLD-5,baseline,False,173,1726060,-0.010755071916459477,-0.0053081480121011,inf,-4.634111404850063e-09,0.0007649954445895889,0.0002381226955165,0.0006113040926237328,0.0002037235049056
FOLD-5-BASELINES-MLP-25610,baselines_cv,FOLD-5,baseline,False,173,1726060,0.31403998948439793,0.2932341003145368,0.5691692001828634,0.5689726999893342,0.0006416472157380027,0.0001948273953419,0.0004757105026283642,0.0001513816768878
FOLD-5-BASELINES-XGBOOST-25610,baselines_cv,FOLD-5,baseline,False,173,1726060,0.23511035274416422,0.2302358629655833,0.48704148400744063,0.4992028064957429,0.0006685188311238423,0.0002187129725275,0.0005101419674074846,0.0001566639015141
FOLD-5-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-5,baseline,False,173,1726060,-0.35528604279816595,-0.0862960452547256,0.40021048262387926,0.4191426581838199,0.0008394957605965095,0.0002945439760491,0.0005232975914965294,0.0001706151870126
FOLD-5-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-5,baseline,False,173,1726060,0.19245977349214594,0.194389161340574,0.5113152661135618,0.5137613328210008,0.000683142177378008,0.0002193422323473,0.0004946723312344073,0.000156413503334
FOLD-5-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-5,baseline,False,173,1726060,0.06955132455568179,0.0640446046725805,0.47677574226389835,0.4481865379035823,0.0007482654274912442,0.0002286565057609,0.0005089613805784686,0.0001565253095446
FOLD-6-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-6,baseline,False,173,436178,0.3984968478539934,0.3950070517098814,0.6269178712954487,0.6369829686166896,0.000576677008549757,0.0001794785743495,0.0004242622085823345,0.0001279943549678
FOLD-6-BASELINES-LINEAR-25610,baselines_cv,FOLD-6,baseline,False,173,436178,0.03905076844907674,0.0362922385538929,0.1978349956945048,0.2199936155312206,0.0007306884083400336,0.0002330048306334,0.0005757817410199186,0.0001829297909766
FOLD-6-BASELINES-MEAN-25610,baselines_cv,FOLD-6,baseline,False,173,436178,-0.005867142820325272,-0.0021053475598229,-inf,-3.607356885787234e-09,0.0007436782667399514,0.0002410402276148,0.0005926824516108931,0.0001971015399842
FOLD-6-BASELINES-MLP-25610,baselines_cv,FOLD-6,baseline,False,173,436178,0.40807062709294006,0.4131038159862651,0.6319054160604348,0.6440310379458501,0.0005727462956142739,0.0001790957359015,0.00041957375799836396,0.0001268048739019
FOLD-6-BASELINES-XGBOOST-25610,baselines_cv,FOLD-6,baseline,False,173,436178,0.2793255723120695,0.27839356336887,0.5221924267778147,0.5364922800313645,0.0006299009271673822,0.0001983003408879,0.0004751103159391933,0.0001501749587154
FOLD-6-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-6,baseline,False,173,436178,0.40783148022982635,0.4122578544795844,0.6327912587509363,0.6455223672423352,0.0005722266057465105,0.0001778646881339,0.00042023959746972207,0.000126412720028
FOLD-6-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-6,baseline,False,173,436178,0.3698527331894165,0.368618575337497,0.6131900713630032,0.6229664865201254,0.0005888540553965181,0.0001903198516344,0.00042790134567236704,0.0001290024181223
FOLD-6-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-6,baseline,False,173,436178,0.39466726421440873,0.3955978048315512,0.6250245031748128,0.6374728936867177,0.0005783135220525257,0.0001822275439103,0.0004226508693120695,0.0001279440149938
FOLD-7-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-7,baseline,False,173,1932849,0.32335175858827064,0.3115307247934894,0.5749639064008246,0.5788570152979026,0.0006456145438794412,0.000199182308381,0.00047119521660353414,0.0001421539783183
FOLD-7-BASELINES-LINEAR-25610,baselines_cv,FOLD-7,baseline,False,173,1932849,0.05698322785956812,0.0604588598656308,0.23893843513826793,0.2607795236076749,0.0007601143834874755,0.0002354909069371,0.0005942131230743529,0.0001805862531379
FOLD-7-BASELINES-MEAN-25610,baselines_cv,FOLD-7,baseline,False,173,1932849,-0.006844428465330648,-0.0041458933938189,-2.5144535163306485e-10,-1.4538408001342901e-09,0.0007789121204908919,0.0002445055637255,0.0006141950203808179,0.0001931795036758
FOLD-7-BASELINES-MLP-25610,baselines_cv,FOLD-7,baseline,False,173,1932849,0.359958723630652,0.3510167684124117,0.5957973419220141,0.6045321448528447,0.0006263854455222021,0.0001939251027016,0.0004564123599459792,0.0001386940500938
FOLD-7-BASELINES-XGBOOST-25610,baselines_cv,FOLD-7,baseline,False,173,1932849,0.2491346745832773,0.2463633168112479,0.49848642815192834,0.5066923961340744,0.0006764472238145276,0.0002124235374655,0.0005084766612900196,0.0001523111215422
FOLD-7-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-7,baseline,False,173,1932849,0.35022103722756776,0.3410150774907563,0.587659931740403,0.5949473886446415,0.0006318787958041689,0.0001960425435236,0.0004611345427829693,0.000140109924254
FOLD-7-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-7,baseline,False,173,1932849,0.3032032031526068,0.2900912916164643,0.5676481658637287,0.5695964640210867,0.0006530684684188474,0.0002032646481297,0.0004716425538228178,0.0001440277106726
FOLD-7-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-7,baseline,False,173,1932849,0.34148927966636516,0.3378655361049871,0.5846210380002599,0.5894077348901272,0.0006347042914502485,0.0001973074677342,0.0004618227130051512,0.0001402799930956
FOLD-8-ATLASx50p0-BASELINES-GCN_FAISS-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-8,baseline,False,173,1726060,0.2520181484278667,0.2413163769717607,0.532128427904556,0.5266878954288143,0.0006682554281739836,0.0002072212525555,0.0004893395094939149,0.0001539813648616
FOLD-8-BASELINES-LINEAR-25610,baselines_cv,FOLD-8,baseline,False,173,1726060,0.04341316110646219,0.0495490470277184,0.22118326495254748,0.2370537191086906,0.0007497414861182243,0.0002366509937933,0.0005942653555682066,0.0001902983285876
FOLD-8-BASELINES-MEAN-25610,baselines_cv,FOLD-8,baseline,False,173,1726060,-0.010755071916459477,-0.0053081480121011,inf,-4.634111404850063e-09,0.0007649954445895889,0.0002381226955165,0.0006113040926237328,0.0002037235049056
FOLD-8-BASELINES-MLP-25610,baselines_cv,FOLD-8,baseline,False,173,1726060,0.31403998948439793,0.2932341003145368,0.5691692001828634,0.5689726999893342,0.0006416472157380027,0.0001948273953419,0.0004757105026283642,0.0001513816768878
FOLD-8-BASELINES-XGBOOST-25610,baselines_cv,FOLD-8,baseline,False,173,1726060,0.23511035274416422,0.2302358629655833,0.48704148400744063,0.4992028064957429,0.0006685188311238423,0.0002187129725275,0.0005101419674074846,0.0001566639015141
FOLD-8-NM100-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-8,baseline,False,173,1726060,-0.15405007976656904,0.0569698714273885,0.4346953584375627,0.4574432671721319,0.0007802375064401099,0.0002761890264926,0.000512088400883602,0.0001684002014064
FOLD-8-NM1300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-8,baseline,False,173,1726060,0.1981611059177438,0.1987846225960648,0.5134113782061002,0.5138258109474536,0.0006812026369347986,0.0002175860342345,0.0004938016372098921,0.0001562253175618
FOLD-8-NM300-BASELINES-MLP_EIGEN-256-rootdissolve-dn3-prune0.9710,baselines_cv,FOLD-8,baseline,False,173,1726060,0.05822544925947516,0.0613927483359806,0.47308115644253873,0.4447935452287173,0.0007545911662832059,0.0002305167560196,0.0005102981747932941,0.0001566643550696
FOLD-1-BASELINES-EUCLID-256-euclidatlas10,euclid_cv,FOLD-1,baseline,False,173,620226,0.03265827725718122,-0.0005563733561997,-inf,0.13487707536508964,0.000699418102147793,0.0002268742003964,0.0005501409693195506,0.0001805037031188
FOLD-1-BASELINES-EUCLID-256-level_15annot-reference_image10,euclid_cv,FOLD-1,baseline,False,173,620226,0.02441486545721293,-0.0006346346711179,-inf,0.12904816111382283,0.0007027270088999458,0.0002299901237798,0.0005531318440516253,0.0001812384660286
FOLD-1-BASELINES-EUCLID-256-normmax-euclidatlas10,euclid_cv,FOLD-1,baseline,False,173,620226,0.22797898246175577,0.1927386224884543,0.46448015545925886,0.4663928788988696,0.0006395930830964414,0.000203880148553,0.00048001861000027173,0.0001493649386189
FOLD-1-BASELINES-EUCLID-256-normmax-level_15annot-reference_image10,euclid_cv,FOLD-1,baseline,False,173,620226,0.21957399632240615,0.201053178950478,0.46056510963377684,0.4589076757217974,0.000638909710778365,0.0002012623684358,0.0004794079867178603,0.0001526106148385
FOLD-1-BASELINES-EUCLID-256-w0-euclidatlas10,euclid_cv,FOLD-1,baseline,False,173,620226,0.3276608925033481,0.3087831322356416,0.5731800736159729,0.5732240912818339,0.0006007180154259077,0.0001867335761647,0.00044055367274334323,0.0001325725012536
FOLD-1-BASELINES-EUCLID-256-w0-level_15annot-reference_image10,euclid_cv,FOLD-1,baseline,False,173,620226,0.3356633996725822,0.3337714928728004,0.5807848119355742,0.5896085180873771,0.000594390760296282,0.000188566616334,0.0004369033664259758,0.0001317770119627
FOLD-1-BASELINES-EUCLID-256-w0-normmax-euclidatlas10,euclid_cv,FOLD-1,baseline,False,173,620226,0.3276801785227571,0.3087831086740731,0.5731946497622106,0.573224144031187,0.0006007068595665682,0.0001867335811086,0.0004405451081979899,0.000132572507235
FOLD-1-BASELINES-EUCLID-256-w0-normmax-level_15annot-reference_image10,euclid_cv,FOLD-1,baseline,False,173,620226,0.33568854969754913,0.3337717098550666,0.5808027419569215,0.5896082631283588,0.0005943770346490741,0.0001885666160546,0.0004368941489239447,0.0001317770166844
FOLD-2-BASELINES-EUCLID-256-euclidatlas10,euclid_cv,FOLD-2,baseline,False,173,732764,0.03147188444837704,-0.0003257773815945,0.1567709486751327,0.1167544937365661,0.000718320291000193,0.0002347975113376,0.0005659296029152899,0.0001799411953834
FOLD-2-BASELINES-EUCLID-256-level_15annot-reference_image10,euclid_cv,FOLD-2,baseline,False,173,732764,0.02347237580427101,-0.0003406862607733,0.140243455251595,0.1108134400422361,0.0007214827442957756,0.0002347975113376,0.0005693703260608322,0.0001842769413124
FOLD-2-BASELINES-EUCLID-256-normmax-euclidatlas10,euclid_cv,FOLD-2,baseline,False,173,732764,0.2082787941905606,0.1568658115464096,0.4426296988562721,0.4191857185213193,0.000667700652436463,0.0002085033631222,0.0005019809646533003,0.0001546738588638
FOLD-2-BASELINES-EUCLID-256-normmax-level_15annot-reference_image10,euclid_cv,FOLD-2,baseline,False,173,732764,0.215965340125534,0.186060313739476,0.45322906013405934,0.4479767265244321,0.0006593452359451562,0.0002124805101495,0.0004977427349554544,0.0001553004920686
FOLD-2-BASELINES-EUCLID-256-w0-euclidatlas10,euclid_cv,FOLD-2,baseline,False,173,732764,0.3077225240685087,0.265661744671227,0.5540959620330526,0.534559334891818,0.0006280974385806635,0.0001966052537701,0.00046135695923004506,0.0001433504868025
FOLD-2-BASELINES-EUCLID-256-w0-level_15annot-reference_image10,euclid_cv,FOLD-2,baseline,False,173,732764,0.33009264676291256,0.3023094338144629,0.5720716370190592,0.565661669334173,0.0006150298540197446,0.0001942964093597,0.0004545380816868577,0.0001380076369296
FOLD-2-BASELINES-EUCLID-256-w0-normmax-euclidatlas10,euclid_cv,FOLD-2,baseline,False,173,732764,0.3077290612582687,0.2656616943507247,0.5541002576264195,0.5345592904951186,0.0006280945244509588,0.0001966060603392,0.0004613556017142147,0.0001433504891716
FOLD-2-BASELINES-EUCLID-256-w0-normmax-level_15annot-reference_image10,euclid_cv,FOLD-2,baseline,False,173,732764,0.3300975718132793,0.3023095017027615,0.5720750299967112,0.5656618247735058,0.0006150273570702557,0.0001942964013716,0.0004545368351365849,0.0001380076287162
FOLD-3-BASELINES-EUCLID-256-euclidatlas10,euclid_cv,FOLD-3,baseline,False,173,695996,0.019736365575626674,-0.0015449789732178,inf,0.13323169375280675,0.0007170541998154188,0.0002230747880814,0.0005617294524863476,0.0001773309628048
FOLD-3-BASELINES-EUCLID-256-level_15annot-reference_image10,euclid_cv,FOLD-3,baseline,False,173,695996,0.007996848795644596,-0.0021545423917839,inf,0.11678367121583025,0.0007219962893594425,0.0002273886484417,0.0005663458067093812,0.0001792718998788
FOLD-3-BASELINES-EUCLID-256-normmax-euclidatlas10,euclid_cv,FOLD-3,baseline,False,173,695996,0.19048993855454202,0.1371737017323383,0.4328769465755271,0.4148492328149528,0.0006691273333901548,0.000204424944826,0.0005008189305256371,0.0001538696945518
FOLD-3-BASELINES-EUCLID-256-normmax-level_15annot-reference_image10,euclid_cv,FOLD-3,baseline,False,173,695996,0.18632203630795569,0.1550548419853611,0.4316751152542387,0.4291177069039616,0.0006664710760137805,0.0002092467102614,0.000499220091534127,0.0001544629004313
FOLD-3-BASELINES-EUCLID-256-w0-euclidatlas10,euclid_cv,FOLD-3,baseline,False,173,695996,0.2883223654976712,0.2417886669127189,0.5442780651799962,0.5252036888190659,0.0006294639931689761,0.000197125920896,0.00045868501597945806,0.0001366508554417
FOLD-3-BASELINES-EUCLID-256-w0-level_15annot-reference_image10,euclid_cv,FOLD-3,baseline,False,173,695996,0.2990375869587222,0.2617422791175227,0.5530725650731999,0.5455908565163171,0.0006219251946570098,0.0001924684238109,0.00045421295089692566,0.0001335750242977
FOLD-3-BASELINES-EUCLID-256-w0-normmax-euclidatlas10,euclid_cv,FOLD-3,baseline,False,173,695996,0.2883066036985918,0.2417885800156508,0.544270444761574,0.525203586047525,0.0006294704908563156,0.0001971259239983,0.00045868853929007176,0.0001366508687745
FOLD-3-BASELINES-EUCLID-256-w0-normmax-level_15annot-reference_image10,euclid_cv,FOLD-3,baseline,False,173,695996,0.2990252505720141,0.2617421202206755,0.5530661403232177,0.5455909570395127,0.000621930212043717,0.0001924684605596,0.0004542140112491739,0.0001335750251011
FOLD-4-BASELINES-EUCLID-256-euclidatlas10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.02723982151526008,-0.001264343004391,0.15840096693242015,0.1227434595957883,0.0007567928745227549,0.000244505572583,0.0005917629144761898,0.0001864698300618
FOLD-4-BASELINES-EUCLID-256-level_15annot-reference_image10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.020160741897814412,-0.0013556890439123,0.13997855093134595,0.0978514946305447,0.0007603481912853645,0.000244505572583,0.0005951130221896097,0.0001884982799887
FOLD-4-BASELINES-EUCLID-256-normmax-euclidatlas10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.17076615484097163,0.1417107609923863,0.40778395071172124,0.4091749811351899,0.0007155510886248105,0.000221806296804,0.0005355948728212095,0.0001578251836814
FOLD-4-BASELINES-EUCLID-256-normmax-level_15annot-reference_image10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.1687734415251697,0.1529430558963913,0.4110334398453422,0.4203231372040586,0.0007149932417112666,0.0002263264092222,0.0005355418931920091,0.0001587856327649
FOLD-4-BASELINES-EUCLID-256-w0-euclidatlas10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.2588153211562535,0.2206594498443231,0.5154498865037948,0.4980082401058531,0.0006822616309836671,0.0002094600588625,0.0004998936577067488,0.000148033842258
FOLD-4-BASELINES-EUCLID-256-w0-level_15annot-reference_image10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.2707267514599609,0.2367722051687605,0.525825066581648,0.5163350146878202,0.0006760742306891903,0.0002108095439678,0.0004963207481422957,0.0001459826987113
FOLD-4-BASELINES-EUCLID-256-w0-normmax-euclidatlas10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.2587916771016228,0.2206593952508559,0.5154365107441289,0.4980081892378726,0.0006822686224224223,0.0002094600668365,0.0004999028768490398,0.0001480338383534
FOLD-4-BASELINES-EUCLID-256-w0-normmax-level_15annot-reference_image10,euclid_cv,FOLD-4,baseline,False,173,1932849,0.2707037764652853,0.2367720435578839,0.5258122722368505,0.5163349708130095,0.0006760802151527773,0.0002108095529053,0.0004963277580347236,0.0001459826949021
FOLD-5-BASELINES-EUCLID-256-euclidatlas10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.017893267182264947,-0.0020677769017016,inf,0.1060317135462672,0.0007489068878428391,0.0002381226865694,0.000595511663615203,0.0001908037645179
FOLD-5-BASELINES-EUCLID-256-level_15annot-reference_image10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.008742750465318506,-0.0022895607785682,inf,0.0973074477919548,0.0007526272416754535,0.0002381226865694,0.0005980154015277485,0.0001957675802713
FOLD-5-BASELINES-EUCLID-256-normmax-euclidatlas10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.17290221474877632,0.1569931225444033,0.41220886699152925,0.4130153066301455,0.0007018468629588194,0.0002289549683488,0.0005390237760864664,0.0001659170877158
FOLD-5-BASELINES-EUCLID-256-normmax-level_15annot-reference_image10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.14878101615497957,0.1302187730076042,0.3913001076987877,0.3960123493757513,0.0007091155316839617,0.0002307840952654,0.0005438706224777393,0.0001649340467454
FOLD-5-BASELINES-EUCLID-256-w0-euclidatlas10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.24494131590116572,0.2203428442087968,0.5078248717804581,0.4965544682221841,0.0006751961300087906,0.0002100656288026,0.0005077978264432384,0.0001554695613579
FOLD-5-BASELINES-EUCLID-256-w0-level_15annot-reference_image10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.24370937736276171,0.2210058109951561,0.5061985259611274,0.5006988339652928,0.0006734120065022493,0.0002094576005473,0.0005060424474580169,0.0001557701224755
FOLD-5-BASELINES-EUCLID-256-w0-normmax-euclidatlas10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.2449374432803219,0.2203429666585766,0.5078208924581477,0.4965544619185963,0.0006751973535766883,0.0002100656370166,0.0005077974472822742,0.0001554695642706
FOLD-5-BASELINES-EUCLID-256-w0-normmax-level_15annot-reference_image10,euclid_cv,FOLD-5,baseline,False,173,1726060,0.24370114680024435,0.2210056936147205,0.5061910110901606,0.5006989411245437,0.0006734137396765701,0.0002094576144509,0.000506044588846589,0.0001557701249336
