n_runs,n_folds,n_lipids,r2_mean,r2_median,corr_mean,corr_median,rmse_mean,rmse_median,mae_mean,mae_median
688,8,119024,-1.210738124919569,0.31016052542981715,,0.5822855012119532,0.00063900308099211,0.0002069997859633,0.0004688160557374617,0.00015066158480389998
